job_title,job_dq,job_tag,job_salary,job_labels,company,company_field,company_size,hr,hr_pos
高级java开发工程师,上海,,25-30k·13薪,"5-10年,大专,分布式,spring,java,mysql,mybatis,数据库",CDP集团,专业服务,500-999人,张女士,TA Specialist&HRBP
高级Java工程师,上海,,20-30k,"5-10年,本科,java,mysql,mybatis,redis,linux",上海航数智能科技有限公司,互联网/电商,50-99人,程女士,人事总监
高级java开发工程师,成都-武侯区,,15-20k,"5-10年,统招本科,Hibernate,JUnit,Spring,Struts,内容开发,模块开发,MVC,IT/信息化领域,Web开发,Jetty",四川弘和集团,互联网/电商,100-499人,唐先生,
资深java架构师,上海-浦东新区,,25-35k·16薪,"3-5年,本科及以上",某深圳电子技术上市公司,电子设备,已上市,付女士,猎头顾问
java高级软件工程师,上海-浦东新区,,25-26k,"5-10年,本科及以上,Java",某知名公司,生活服务,融资未公开,余女士,猎头顾问
java后台开发工程师（自研/周末双休）,深圳-南山区,,35-50k·16薪,"3-5年,统招本科,后端开发,Java,Spring Boot,Spring,Spring Cloud,MySQL,Redis,Kafka,JVM,Dubbo",某互联网公司,金融科技,,陈女士,猎头顾问
java高级开发工程师,北京-海淀区,,20-30k,"经验不限,本科及以上",某国内互联网上市公司,在线教育,已上市,张女士,猎头顾问
java开发,上海,,20-40k·15薪,"3-5年,统招本科,Java",某上海知名上市公司,门户网站,已上市,夏先生,猎头顾问
java开发,深圳,,8-12k,"1-3年,统招本科,框架设计,框架开发,Struts,商业信息化,Hibernate,VR开发,SpringMVC,Mybatis,Spring,IT/信息化领域",某北京计算机软件公司,计算机软件,融资未公开,鲁女士,猎头顾问
Java开发工程师,上海,,13-18k·14薪,"1-3年,统招本科,框架设计,框架开发,Web开发,UML",国内知名人工智能领域上市集团,互联网/电商,已上市,周先生,猎头顾问
java(后端）,北京,,15-25k·15薪,"3-5年,统招本科,架构设计,框架开发,框架设计,架构开发,Spring Boot,后端开发,Spring,大数据领域,Docker,容器",某知名产业地产,房产开发,融资未公开,唐先生,猎头顾问
Java开发工程师,杭州,,40-50k·13薪,"5-10年,本科及以上,Web开发,功能开发,模块开发,架构设计,Java",杭州鸿昆企业管理咨询有限公司,专业服务,1-49人,曾先生,猎头顾问
Java开发工程师,杭州,,40-50k·13薪,"5-10年,本科及以上,Web开发,功能开发,模块开发,架构设计,Java",杭州鸿昆企业管理咨询有限公司,专业服务,1-49人,周女士,猎头顾问
java高级工程师,深圳,,30-60k,"3-5年,统招本科,Dubbo,JVM,IT/信息化领域,Redis,Zookeeper",某top券商公司,证券,已上市,钟女士,猎头顾问
Java开发工程师（中台+自研）,深圳-南山区,,28-55k·16薪,"3-5年,本科及以上,Spring Boot,Spring,系统开发,Spring Cloud,Mybatis,Java,PostgreSQL,Kafka,Redis,RabbitMQ",某深圳互联网公司,金融科技,,张女士,猎头顾问
高级java开发（金融+互联网+自研）,深圳-南山区,,30-45k·16薪,"3-5年,本科及以上,Spring Boot,Spring,系统开发,Spring Cloud,Mybatis,Java,PostgreSQL,Kafka,Redis,RabbitMQ",某深圳互联网公司,金融科技,,张女士,猎头顾问
java,杭州,,21-25k,"1-3年,统招本科,Web开发,商业信息化,VR开发,SpringBoot,Spring Boot,Spring,框架开发,框架设计,架构设计,Visual Basic",某杭州大型贸易进出口公司,贸易/进出口,融资未公开,李先生,猎头顾问
java工程师,广州,,20-40k,"3-5年,学历不限,Java",某北京专业服务公司,创业服务,其他,韦女士,猎头顾问
java开发,上海,,25-35k·16薪,"3-5年,统招本科,框架开发,框架设计,架构设计,服务器开发,JVM,Java",某互联网金融机构,互联网金融,B轮,俞先生,猎头顾问
java后台开发工程师（To C),深圳,,35-45k·13薪,"3-5年,本科及以上,JVM,大数据领域,框架开发,框架设计,需求分析",某深圳互联网公司,金融科技,,张先生,猎头顾问
java高级工程师,上海,,20-27k·15薪,"3-5年,统招本科,模块开发,框架设计,框架开发,架构设计,服务器开发,JVM,MySQL,Java,SQL",某上海互联网上市公司,金融科技,已上市,刘先生,猎头顾问
高级Java后端开发工程师技术专家/架构师（P7+）,北京-朝阳区,,55-85k·15薪,"经验不限,统招本科,Java,Linux,MySQL,技术管理,电商领域,IT/信息化领域,商业信息化",某北京互联网上市公司,互联网/电商,已上市,郭先生,猎头顾问
java后台开发工程师,深圳-南山区,,25-50k·16薪,"经验不限,统招本科,JVM,大数据领域,框架开发,框架设计,需求分析",某知名公司,互联网/电商,,关先生,猎头顾问
Java中台软件开发工程师,深圳-南山区,,25-50k·16薪,"经验不限,统招本科,JVM,框架设计,框架开发,大数据领域,需求分析",某知名公司,互联网/电商,,关先生,猎头顾问
初级java开发/知名软件服务公司/知名公司大体量项目,上海,,8-12k,"1-3年,大专及以上,Java,后端开发,Oracle,Spring,中前后台模块开发,IT/信息化领域,保险领域,MySQL,医疗领域,模块开发",某北京计算机软件公司,计算机软件,融资未公开,陈先生,猎头顾问
Java开发工程师（中台+自研）,深圳-南山区,,28-55k·16薪,"3-5年,本科及以上,Spring Boot,Spring,系统开发,Spring Cloud,Mybatis,Java,PostgreSQL,Kafka,Redis,RabbitMQ",某深圳互联网公司,金融科技,,张女士,猎头顾问
高级java开发（金融+互联网+自研）,深圳-南山区,,30-45k·16薪,"3-5年,本科及以上,Spring Boot,Spring,系统开发,Spring Cloud,Mybatis,Java,PostgreSQL,Kafka,Redis,RabbitMQ",某深圳互联网公司,金融科技,,张女士,猎头顾问
高级java开发（金融+互联网+自研）,深圳-南山区,,30-45k·16薪,"3-5年,本科及以上,Spring Boot,Spring,系统开发,Spring Cloud,Mybatis,Java,PostgreSQL,Kafka,Redis,RabbitMQ",某深圳互联网公司,金融科技,,张女士,猎头顾问
高级java开发（金融+互联网+自研）,深圳-南山区,,30-45k·16薪,"3-5年,本科及以上,Spring Boot,Spring,系统开发,Spring Cloud,Mybatis,Java,PostgreSQL,Kafka,Redis,RabbitMQ",某深圳互联网公司,金融科技,,张女士,猎头顾问
高级java开发（金融+互联网+自研）,深圳-南山区,,30-45k·16薪,"3-5年,本科及以上,Spring Boot,Spring,系统开发,Spring Cloud,Mybatis,Java,PostgreSQL,Kafka,Redis,RabbitMQ",某深圳互联网公司,金融科技,,张女士,猎头顾问
高级java开发（金融+互联网+自研）,深圳-南山区,,30-45k·16薪,"3-5年,本科及以上,Spring Boot,Spring,系统开发,Spring Cloud,Mybatis,Java,PostgreSQL,Kafka,Redis,RabbitMQ",某深圳互联网公司,金融科技,,张女士,猎头顾问
高级java开发（金融+互联网+自研）,深圳-南山区,,30-45k·16薪,"3-5年,本科及以上,Spring Boot,Spring,系统开发,Spring Cloud,Mybatis,Java,PostgreSQL,Kafka,Redis,RabbitMQ",某深圳互联网公司,金融科技,,张女士,猎头顾问
后端研发专家（Java）,上海-浦东新区,,27-35k·15薪,"5-10年,统招本科,计算机相关专业,APP开发经验",某上海互联网上市公司,金融科技,已上市,宋女士,猎头顾问
Java开发工程师,上海-浦东新区,,25-40k·15薪,"3-5年,统招本科,电商或者是物流经验,互联网金融公司背景",某上海互联网上市公司,金融科技,已上市,宋女士,猎头顾问
java开发,上海,,20-40k·20薪,"3-5年,统招本科,功能开发,模块开发,后端开发,Java,关系型数据库,Python",某国内基金证券上市公司,证券,已上市,徐女士,猎头顾问
java开发工程师,珠海,,13-18k,"经验不限,统招本科,Spring Boot,SpringMVC,Spring,Spring Cloud,Mybatis,Java,Hibernate,Kafka,Redis",某计算机软件公司,计算机软件,战略融资,曹女士,猎头顾问
Java架构师/平台总监,杭州-余杭区,,40-60k,"经验不限,本科及以上,架构设计,Spring,Dubbo,Spring Cloud,Java",国内知名互联网公司,人工智能,C轮,沈女士,猎头顾问
java开发专家,上海-浦东新区,,25-45k·15薪,"3-5年,统招本科,较好的金融背景,电商或者是物流",某上海大型交通物流运输公司,交通/物流/运输,融资未公开,宋女士,猎头顾问
高级java工程师,深圳-福田区,,25-35k·13薪,"5-10年,大专及以上,微服务,Spring Boot,Spring Cloud,k8s生态,MySQL/Oracle数据库,Redis,MemcacheQ,RabbitMQ",深圳某科技有限公司,计算机软件,天使轮,郭先生,猎头顾问
JAVA开发,北京,,30-50k·14薪,"3-5年,统招本科,系统开发,框架开发,框架设计,Web开发,Spring,Shell,Java",某北京大型互联网公司,人工智能,融资未公开,张先生,猎头顾问
java,成都,,20-40k·14薪,"5-10年,统招本科,服务器开发,MVC,框架开发,框架设计,Web开发,建模语言,Oracle,SQL Server,DB2,MySQL",某深圳保险上市公司,保险,已上市,吴先生,猎头顾问
java高级工程师,成都,,20-40k,"3-5年,统招本科,架构设计,功能开发,模块开发,JVM,框架开发,框架设计,Java",某知名电商平台,电子商务,已上市,王先生,猎头顾问
java,广州,,6-10k,"1-3年,学历不限,框架设计,框架开发,需求分析,Web开发,架构设计,Oracle,Redis,Java,Maven",某北京互联网上市公司,大数据,已上市,李女士,猎头顾问
java,广州-天河区,,7-10k,"1-3年,学历不限,需求分析,框架设计,框架开发,架构设计,Web开发,Redis,Java,Oracle,Maven",某北京互联网上市公司,大数据,已上市,简女士,猎头顾问
Java开发工程师,北京,,15-30k,"经验不限,学历不限,框架设计,框架开发,Vue,模块开发,jQuery,JVM,前端开发,大数据领域,搜索引擎,Java",某国企上市集团,电子设备,已上市,侯女士,猎头顾问
高级java开发工程师,杭州-滨江区,,30-60k·15薪,"3-5年,本科及以上,JVM,模块开发,Hibernate,Spark,Mybatis,Spring,功能开发,框架开发,框架设计,架构设计",某互联网公司,电子商务,A轮,陈女士,猎头顾问
高级java工程师,上海-嘉定区,,30-50k,"5-10年,统招本科,必须具备团队管理经验，10+人团",某北京知名互联网公司,人工智能,B轮,宋女士,猎头顾问
java后端开发,南京-雨花台区,,15-20k,"3-5年,本科及以上,通信领域,后端开发,云计算领域,框架开发,框架设计,Objective-C,Docker,Kubernetes,C/C++,C语言",全球排名前三灵活用工人力资源外包服务集团,专业服务,融资未公开,郑先生,猎头顾问
java,上海,,20-30k·15薪,"3-5年,统招本科,Java,Spring,SpringMVC,Mybatis,MySQL,Oracle,Dubbo,Spring Cloud",某大型互联网公司,互联网+,B轮,刘先生,猎头顾问
Java,上海,,20-40k·16薪,"3-5年,统招本科,框架开发,框架设计,架构设计,服务器开发,JVM,Java",某上海大型互联网公司,互联网+,B轮,程女士,猎头顾问
java中台/后台开发工程师（互联网/j金融）,深圳-南山区,,25-50k·16薪,"3-5年,统招本科,Spring,Mybatis,PostgreSQL,Kafka,Redis,RabbitMQ,Java,MySQL,金融领域,系统开发",某互联网公司,金融科技,,卢女士,猎头顾问
java架构师,北京,,35-45k·14薪,"5-10年,本科及以上,技术支持,架构设计,系统设计,JVM,Java",国内知名保险公司,计算机软件,不需要融资,宋先生,猎头顾问
高级JAVA工程师 90M0099588,北京-朝阳区,,20-30k·16薪,"3-5年,统招本科,框架开发,框架设计,JVM,R语言",某深圳互联网公司,金融科技,,李女士,猎头顾问
Java开发工程师,杭州,,25-40k·14薪,"3-5年,统招本科,JVM,模块开发,Hibernate,Spark,Mybatis,Spring,功能开发,框架设计,框架开发,架构设计",某杭州互联网公司,互联网/电商,融资未公开,刘先生,猎头顾问
Java总架构,北京,,45-75k,"5-10年,本科及以上,Java,Java架构,Hadoop,腾讯云,阿里云,aws,azure,Spring,Kafka,Socket",某高精度定位,导航定位,战略融资,胡女士,猎头顾问
Java研发专家,上海,,30-55k,"5-10年,统招本科,Java服务端开发",某上海大型保险公司,保险,战略融资,张先生,猎头顾问
高级java工程师,上海-嘉定区,,35-60k,"5-10年,统招本科,Hibernate,Vue,Dubbo,架构开发,SpringBoot,Spring,系统开发,前端开发,Vue.js,Mybatis",某北京知名互联网公司,人工智能,B轮,宋女士,猎头顾问
高级java开发工程师,武汉-洪山区,,20-30k·16薪,"3-5年,硕士及以上,SpringBoot,Spring Boot,Mybatis,Netty,JVM,架构设计,系统开发,SpringCloud,MySQL,Redis",国内某银行系金融科技公司,金融科技,战略融资,杨先生,猎头顾问
软件项目经理（java）,大连,,16-20k·13薪,"5-10年,本科及以上,架构设计,MySQL,SQL,Shell,Python",大连某软件科技有限公司,计算机软件,融资未公开,李女士,猎头顾问
资深java开发工程师,杭州-滨江区,,25-30k·15薪,"3-5年,统招本科,JVM,功能开发,模块开发,框架开发,框架设计,架构设计,Java",互联网专车出行平台,互联网/电商,B轮,沈先生,猎头顾问
java开发,上海-闵行区,,20-30k·15薪,"3-5年,统招本科,SpringCloud,SpringBoot,Spring Boot,Spring,IT/信息化领域,架构设计,SQL,UML,Java",某头部OA行业主板上市公司,互联网/电商,已上市,于女士,猎头顾问
高级Java开发工程师（保险行业Java开发),上海,,26-45k,"5-10年,统招本科,Java",某保险公司,计算机软件,战略融资,王女士,猎头顾问
java高级工程师,武汉,,15-25k·16薪,"3-5年,统招本科,java,saas",某知名上市企业,互联网/电商,融资未公开,刘女士,猎头顾问
java,杭州,,25-50k·18薪,"经验不限,统招本科,高并发",全球头部区块链科技集团,互联网/电商,D轮及以上,宋先生,猎头顾问
高级java工程师,上海,,20-35k·15薪,"5-10年,本科及以上,功能开发,模块开发,需求分析,架构设计,RabbitMQ,Nginx,Redis,MySQL,Java",某软件科技公司,计算机软件,50-99人,马先生,猎头顾问
高级java工程师,北京,,20-40k·14薪,"3-5年,本科及以上,模块开发,JVM,需求分析,架构设计,框架开发,框架设计,服务器开发,UML,Java,JDK",某大型集团,道路运输,1-49人,王女士,猎头顾问
Java架构师,西安,,20-30k·15薪,"5-10年,统招本科,java,spring,dubbo",某外资电商网络科技公司,电子商务,D轮及以上,王女士,猎头顾问
国际检测集团招资深Java/Tech Lead,上海-闵行区,,25-35k·14薪,"5-10年,统招本科,java,后端开发,全栈开发,前端开发,Spring Boot,Spring Cloud,Docker,agile,SQL",某上海大型检测认证公司,检测/认证,融资未公开,杨女士,猎头顾问
java软件开发,深圳-南山区,,12-16k,"1-3年,本科,Web开发,Vue,SpringMVC,MiniUI,前端开发,后端开发,系统开发,Java,C语言,Dataflow",华创国潮(广东)数字文创生态产业集团有限公司,计算机软件,50-99人,揭先生,人事总监
后端java开发工程师,北京-石景山区,,12-24k·14薪,"3-5年,统招本科",中设数字技术股份有限公司,互联网/电商,融资未公开,雷先生,所长
java 开发高级工程师,北京-海淀区,,18-30k·13薪,"3-5年,统招本科,后端开发,Java,Spring Boot,Spring Cloud,Mybatis,Redis,Kafka,IT/信息化领域",中科极限元(杭州)智能科技股份有限公司北京分公司,智能硬件,融资未公开,宋先生,技术
java工程师,西安-高新区,,7-12k,"1-3年,本科",上海真兰仪表科技股份有限公司,仪器/电气/自动化,500-999人,董女士,人事专员
java中级开发工程师,成都-高新区,,20-40k·13薪,"经验不限,统招本科,Java,后端开发,Spring Boot,Spring Cloud,MySQL,Redis,RabbitMQ,银行领域",民生科技有限责任公司,IT服务,5000-10000人,文先生,项目经理
java技术经理,广州-天河区,,20-40k,"5-10年,本科",中金育能科技集团有限公司,IT服务,融资未公开,刘女士,人力
Java开发工程师（app后端开发）,上海,,15-35k·15薪,"5-10年,本科",喜马拉雅,社交网络,其他,郑女士,
java中级工程师,深圳-南山区,,15-23k,"3-5年,统招本科,SpringCloud,Java,后端开发",深圳爱力智云科技有限公司,机械/机电/重工,天使轮,余先生,技术总监
java,北京-海淀区,,13-18k,"1-3年,本科",北京宇信科技集团股份有限公司,IT服务,创业板上市,许女士,
java开发工程师,上海-浦东新区,,12-16k,"1-3年,统招本科",金证财富南京科技有限公司,计算机软件,战略投资,彭女士,HR
java开发工程师,杭州-萧山区,,10-15k,"1-3年,统招本科",金证财富南京科技有限公司,计算机软件,战略投资,彭女士,HR
java高级工程师,北京-东城区,,40-70k,"5-10年,统招本科",民生科技有限责任公司,IT服务,5000-10000人,蒋先生,
高级java工程师,西安-雁塔区,,15-25k,"经验不限,本科,后端开发,架构设计,银行领域",民生科技有限责任公司,IT服务,5000-10000人,安先生,招聘经理
java工程师,杭州-余杭区,,10-15k,"1-3年,大专,SpringBoot,Spring,后端开发,Java,IT/信息化领域,大数据领域,云计算领域",艾卡资产,汽车金融,500-999人,俞女士,人事专员
JAVA开发工程师,上海-长宁区,,15-25k,"经验不限,大专",上海商琦科技有限公司,计算机软件,1-49人,胡女士,行政人事专员
java开发,杭州-余杭区,,11-16k·13薪,"3-5年,统招本科",浙江微萌医院管理有限公司,专业服务,1-49人,杨女士,HRBP
java工程师,杭州-余杭区,,20-30k·13薪,"3-5年,本科",浙江微萌医院管理有限公司,专业服务,1-49人,杨女士,HRBP
java工程师,合肥-经开区,,10-15k,"3-5年,本科,Web开发,app开发,数据库",驰勤信息,互联网/电商,100-499人,刘女士,
java工程师,福州,,6-9k·13薪,"1-3年,本科",福建易联众医疗信息系统有限公司,计算机软件,融资未公开,张女士,HR
java高级工程师,北京-通州区,,20-30k·14薪,"5-10年,统招本科,Java,Spring Boot,架构设计,Spring Cloud,Docker,MySQL,容器",联东集团,房产开发,2000-5000人,崔先生,招聘经理
高级java开发工程师（线上面试+数字人民币项目）,南宁-江南区,,15-23k,"3-5年,本科,Vue,SpringBoot,CSS,HTML,Spring Boot,银行领域,IT/信息化领域",京北方信息,IT服务,已上市,陈女士,招聘专员
Java开发工程师,广州-番禺区,,10-15k,"1-3年,大专",小马智印,计算机软件,500-999人,黄女士,
java工程师,北京-海淀区,,15-20k,"1-3年,统招本科,Mybatis,JVM,框架设计,框架开发,Redis,RabbitMQ,MongoDB,Docker,MySQL",芯际科技,网络安全,天使轮,赵女士,hr
Java运维开发,西安-高新区,,15-26k,"3-5年,大专,Java,Redis,SpringBoot,后端开发,IT/信息化领域,DevOps,APM报表,MQ,中间件运维,Docker",深圳千域时代科技有限公司,互联网/电商,50-99人,李女士,招聘经理
Java开发工程师,成都-高新区,,10-15k·13薪,"3-5年,统招本科,网络开发,通信领域,框架设计,框架开发,需求分析,非关系型数据库,消息队列,Maven,GIT",蜂鸟创新(北京)科技有限公司,计算机软件,融资未公开,张女士,HR
Java后端开发工程师,上海,,15-20k·14薪,"3-5年,本科,SpringBoot,Spring Boot,SpringCloud,系统开发,JVM,通信领域,消息队列,SQL",正大,房地产/建筑,100-499人,鲁女士,HRBP
高级Java研发工程师,成都-高新区,,20-30k,"5-10年,本科,Spring Boot,Java,IT/信息化领域,人工智能领域,大数据领域,云计算领域",中电智元数据科技有限公司,计算机/网络设备,50-99人,秦女士,人力专员
Java运维工程师,杭州-上城区,,7-10k·14薪,"3-5年,统招本科,运维开发,Oracle,SQL Server,SQL",国药控股浙江有限公司,医疗/保健/美容,500-999人,黄先生,
Java开发工程师 (MJ000426),深圳-南山区,,14-28k·14薪,"经验不限,统招本科,JVM,框架开发,框架设计,Java,非关系型数据库",深圳市新国都股份有限公司,智能硬件,已上市,刘女士,HRBP
java中/高级开发工程师,北京-海淀区,,20-40k·14薪,"5-10年,本科,架构设计,系统开发,容器,TIDB,MySQL,PostgreSQL,Java,Objective-C,Shell,C/C++",六分科技,导航定位,B轮,韩女士,人力资源伙伴(HRBP)
Java开发工程师,南京-雨花台区,,7-14k·14薪,"1-3年,本科,Java,数据库开发,后端开发",南京奥途信息技术有限公司,计算机软件,融资未公开,季女士,人事专员
Java开发工程师(J11010),武汉-江夏区,,15-25k·13薪,"3-5年,统招本科,系统开发,工业互联网,后端开发,MINA,Netty,网络开发,Java,分布式数据库,关系型数据库",四方北京,沪深A股上市,2000-5000人,苏先生,HR
高级java工程师（上海）,上海-普陀区,,15-30k,"3-5年,统招本科,Web开发,Shell,Hadoop,Elasticsearch,消息队列,MySQL,Java,Oracle,SQL",威讯柏睿数据科技(北京)有限公司,计算机软件,B轮,王先生,
高级java工程师（北京）,北京-朝阳区,,15-30k,"5-10年,统招本科,Web开发,Shell,Elasticsearch,消息队列,Hadoop,Oracle,MySQL,Java,SQL",威讯柏睿数据科技(北京)有限公司,计算机软件,B轮,王先生,
高级java工程师（西安）,西安-经开区,,15-30k,"5-10年,统招本科,Web开发,Shell,Java,消息队列,Hadoop,Elasticsearch,Oracle,MySQL,SQL",威讯柏睿数据科技(北京)有限公司,计算机软件,B轮,王先生,
java高级工程师,日照-东港区,,10-15k,"3-5年,本科,Web开发,Struts,商业信息化,Hibernate,VR开发,框架开发,框架设计,Spring,架构设计,R语言",山东黄海智能装备有限公司,电子设备,其他,丁女士,人事
JAVA开发—运营IPMT,杭州-滨江区,,18-35k,"3-5年,统招本科,JVM,框架开发,框架设计,J2EE,Java",恒生电子,计算机软件,沪深A股上市,李先生,
java高级工程师,郑州-高新区,,10-15k,"3-5年,本科,框架开发,框架设计,系统开发,电商领域,架构设计,SQL,Oracle,MySQL,SQL Server",中储恒科物联网系统有限公司,机械/机电/重工,融资未公开,赵女士,人资经理
Java工程师(MJ001390),桂林-七星区,,10-15k,"3-5年,本科,框架开发,框架设计,大数据领域",上海移远通信技术股份有限公司,通信业,沪深A股上市,朱先生,
高级java工程师 【产险研发部】,广州-黄埔区,,10-15k·13薪,"5-10年,本科,SpringBoot,Spring MVC,Hibernate,Java,MySQL,Oracle,金融领域,jQuery,系统开发",恒生保泰(广东)科技有限公司,计算机软件,融资未公开,李女士,人事经理
中级java开发工程师,上海-浦东新区,,15-25k·13薪,"3-5年,统招本科,Java,后端开发,Linux,MySQL,搜索引擎,大数据领域,人工智能领域",北京中科闻歌科技股份有限公司,大数据,D轮,赵女士,
Java高级开发工程师,上海-徐汇区,,25-35k,"5-10年,统招本科,模块开发,Mybatis,SpringBoot,Spring,Spring Boot,Spring Cloud,IOS框架,框架开发,框架设计,系统开发",极服项上,企业服务软件,50-99人,刘先生,人事经理
java后端工程师,青岛,,8-15k,"3-5年,大专,框架开发,框架设计,架构开发,架构设计,Spring,模块开发,SpringMVC,SpringBoot,Spring Boot,Mybatis",山东华方智联科技股份有限公司,互联网/电商,其他,王女士,HR
java软件开发,青岛,,8-15k,"3-5年,本科,框架设计,框架开发,架构开发,架构设计,Spring,模块开发,SpringMVC,SpringBoot,Spring Boot,Mybatis",山东华方智联科技股份有限公司,互联网/电商,其他,王女士,HR
后端java开发工程师,北京-海淀区,,20-30k,"5-10年,统招本科,SpringBoot,Spring Boot,Netty,PBR开发,架构设计,服务器开发,JVM,前端开发,Docker,Redis",北京吉大正元信息技术有限公司,计算机软件,沪深A股上市,孙女士,招聘经理
Java工程师(后端),杭州-滨江区,,25-35k,"3-5年,本科,Java,架构设计,Web开发",杭州原与宙科技有限公司,互联网/电商,A轮,李女士,招聘
Java开发工程师（数源科技）,杭州,,9-13k,"1-3年,本科,Spring,IOS框架,服务器开发,SpringBoot,Spring Boot,框架开发,框架设计,SpringMVC,SpringCloud,Web开发",西湖电子集团有限公司,电子/芯片/半导体,2000-5000人,赖先生,新媒体运营
java高级工程师,深圳-龙华区,,18-30k·14薪,"5-10年,本科,大数据领域,JVM,引擎开发,Redis,Kafka,RabbitMQ,Apache,Zookeeper,Nginx,Elasticsearch",深圳市英维克科技股份有限公司,通信业,沪深A股上市,刘女士,人事行政主管
Java开发工程师,广州-南沙区,,8-20k,"3-5年,本科,前端开发,Web开发,消息队列,SQL,Web Service",三雄极光照明,电子/芯片/半导体,沪深A股上市,虞先生,培训经理
JAVA Development Engineer,深圳-福田区,,18-25k,"3-5年,本科,JVM,SystemVerilog,Cache",海通国际(上海)股权投资基金管理有限公司,基金/证券/投资,融资未公开,何女士,
软件开发工程师（JAVA方向）,上海-长宁区,,12-18k,"1-3年,大专,框架开发,框架设计,架构设计,J2EE,Oracle",上海音智达信息技术有限公司,IT服务,100-499人,付女士,猎头顾问
中高级Java开发工程师-QM,北京-海淀区,,20-30k,"5-10年,统招本科,JVM,Netty,PBR开发,架构设计,前端开发,SpringBoot,Spring Boot,服务器开发,Docker,SQL Server",北京吉大正元信息技术有限公司,计算机软件,沪深A股上市,孙女士,招聘经理
Java开发工程师（高级）,北京-朝阳区,,18-21k·14薪,"5-10年,统招本科,框架开发,框架设计,前端开发,架构设计,Web开发",东方口岸,互联网/电商,100-499人,白先生,招聘主管
java工程师,上海,,13-25k·16薪,"1-3年,统招本科,金融领域,Java,Spring,Hibernate,Struts,Mybatis",兴业数金,互联网金融,500-999人,何先生,软件工程师
java工程师,成都-高新区,,13-25k·16薪,"1-3年,统招本科,金融领域,Java,Spring,Hibernate,Struts,Mybatis",兴业数金,互联网金融,500-999人,何先生,软件工程师
Java架构师,北京-石景山区,,25-50k·14薪,"3-5年,统招本科,技术支持,技术战略,JVM,Angular,架构设计,Bootstrap,React,Vue,SQL,Java",北京赛昇科技有限公司,专业服务,50-99人,罗女士,
中级java开发工程师（南航项目）,广州-白云区,,10-15k,"3-5年,大专,Shiro,Dubbo,后端开发,IOS框架,模块开发,JVM,功能开发,架构设计,J2EE",新炬网络,计算机软件,沪深A股上市,张女士,
高级java工程师,北京-朝阳区,,20-35k,"5-10年,本科,Dubbo,Spring,Mybatis,Golang,Java,Kafka,Redis,架构设计,框架开发,云平台",云驰未来,网络安全,A轮,谢女士,人事经理
java开发,广州-天河区,,10-18k,"3-5年,统招本科,保险领域,商业信息化,Mybatis,系统开发,SQL,SQL Server,Unix",上海华钦信息科技股份有限公司,计算机软件,1000-2000人,张先生,创业
java,广州-越秀区,,10-18k,"3-5年,统招本科,系统开发,SQL Server,SQL,Unix,Linux",上海华钦信息科技股份有限公司,计算机软件,1000-2000人,张先生,创业
java高级工程师,西安-碑林区,,15-20k,"5-10年,本科,Java,MySQL,Oracle,系统开发,架构设计",惠宾科技,互联网/电商,融资未公开,豆女士,招聘经理
java开发工程师,上海,,15-20k,"3-5年,本科,SpringCloud,Spring,Spring Boot,SpringBoot,Vue,模块开发,IT/信息化领域,IOS框架,框架设计,框架开发",国工智能,人工智能,100-499人,林先生,董事、董秘、总助
后端java开发工程师,北京-朝阳区,,15-30k,"3-5年,本科,Spring,云计算领域,Mybatis,Java,Kafka,Redis,Python,全栈开发,汽车领域,Dubbo",云驰未来,网络安全,A轮,谢女士,人事经理
java工程师,武汉-江夏区,,11-20k,"3-5年,统招本科,Spring,Java,后端开发,Spring MVC,Spring Cloud,Spring Boot",深开鸿,物联网,融资未公开,钱先生,招聘负责人
