job_title,job_dq,job_tag,job_salary,job_labels,company,company_field,company_size,hr,hr_pos
资深java架构师,北京-朝阳区,,25-40k·13薪,"5-10年,统招本科,云计算领域,网络开发,Spring,运维管理,Mybatis,JVM,Objective-C,C/C++,C语言,Java",云驰未来,网络安全,A轮,谢女士,人事经理
JAVA软件工程师（校招）,苏州-相城区,,8-15k·14薪,"一年以下,本科,框架开发,框架设计,后端开发,全栈开发,前端开发,SQL",清华大学苏州汽车研究院(相城),汽车/摩托车,50-99人,王女士,人事经理
高级java开发工程师,成都-高新区,,20-40k,"5-10年,统招本科,Java,后端开发,金融领域",成都质数斯达克科技有限公司,企业服务软件,50-99人,刘先生,招聘经理
Java开发工程师 (MJ000044),上海-嘉定区,,6-12k,"1-3年,本科,Web开发,移动开发",上海新微技术研发中心有限公司,物联网,B轮,丁女士,人事主管
java工程师,广州-黄埔区,,4-8k,"经验不限,本科,应届毕业生",广州四三九九游戏,游戏开发,融资未公开,邱先生,产品运营
java开发工程师（临安）(001519),杭州-临安区,,8-14k·15薪,"1-3年,统招本科,Spring,SpringBoot,Spring Boot,Mybatis,架构设计,SpringCloud,IOS框架,MVC,功能开发,模块开发",浙江众合科技股份有限公司,计算机/网络设备,已上市,余女士,招聘主管
java工程师,深圳-南山区,,12-18k,"3-5年,统招本科,Hibernate,Struts,Spring,系统开发,Mybatis,Java,MySQL,J2EE,Oracle",成都佳伊聘科技有限公司,计算机软件,1-49人,王女士,HR
JAVA后端开发工程师,上海,,20-40k,"3-5年,本科,IT/信息化领域,框架设计,框架开发,架构设计,需求分析,服务器开发,网络开发,Docker",上海电气集团企业服务有限公司,专业服务,100-499人,钟先生,招聘经理
JAVA后端开发工程师,上海,,15-30k,"3-5年,本科,Java",上海电气集团股份有限公司中央研究院,机械/机电/重工,100-499人,林先生,招聘经理
Java,上海-徐汇区,,30-40k·15薪,"5-10年,本科,Spring,模块开发,框架设计,框架开发,后端开发,Spring Cloud,JVM,大数据领域,Java,Redis",公牛集团,家具/家电,沪深A股上市,左女士,招聘经理
java高级开发工程师,北京-朝阳区,,15-30k·14薪,"5-10年,本科,框架开发,框架设计,架构设计,Web开发,前端开发",东方口岸,互联网/电商,100-499人,白先生,招聘主管
java中级开发工程师,北京-朝阳区,,10-15k·14薪,"3-5年,本科,框架开发,框架设计,Web开发,前端开发,架构设计",东方口岸,互联网/电商,100-499人,白先生,招聘主管
Java高级开发工程师,福州-鼓楼区,,15-25k·13薪,"5-10年,统招本科,Spring MVC,SpringCloud,Spring Boot,系统开发,Spring,Java,IT/信息化领域,Oracle,MySQL",北京思诺博信息技术有限公司,ERP,融资未公开,姚女士,人事经理
Java高级开发工程师,南京-鼓楼区,,15-25k·13薪,"5-10年,统招本科,Spring MVC,SpringCloud,Spring Boot,系统开发,Spring,Java,IT/信息化领域,Oracle,MySQL",北京思诺博信息技术有限公司,ERP,融资未公开,姚女士,人事经理
Java高级开发工程师,成都-武侯区,,15-25k·13薪,"5-10年,统招本科,Spring MVC,SpringCloud,Spring Boot,系统开发,Spring,Java,IT/信息化领域,Oracle,MySQL",北京思诺博信息技术有限公司,ERP,融资未公开,姚女士,人事经理
Java高级工程师（互联网医疗平台）,广州-海珠区,,20-30k,"3-5年,大专,医疗领域,架构设计,框架设计,框架开发,RocketMQ,Web开发,RabbitMQ,Elasticsearch,Docker,消息队列",广东顺信服科技有限责任公司,医疗/保健/美容,融资未公开,李女士,人事经理
Java高级工程师（医疗业务）,广州-海珠区,,18-25k,"3-5年,大专,架构设计,医疗领域,框架开发,框架设计,RocketMQ,系统开发,Web开发,MongoDB,ClickHouse,RabbitMQ",广东顺信服科技有限责任公司,医疗/保健/美容,融资未公开,李女士,人事经理
Java高级工程师（医疗业务）,广州-海珠区,,18-25k,"3-5年,大专,架构设计,医疗领域,框架开发,框架设计,RocketMQ,系统开发,Web开发,MongoDB,ClickHouse,RabbitMQ",广东顺信服科技有限责任公司,医疗/保健/美容,融资未公开,李女士,人事经理
JAVA开发工程师,深圳,,11-16k·14薪,"3-5年,大专,Spring,Dubbo,Java",佳思德科技(深圳)有限公司,仪器仪表,100-499人,吴女士,
java软件开发,重庆-渝北区,,10-15k·13薪,"1-3年,统招本科,Mybatis,框架开发,框架设计,Redis,MySQL,消息队列,Oracle,Java,容器,Linux",紫光软件系统有限公司重庆分公司,计算机软件,50-99人,左女士,HR
java研发工程师,厦门-思明区,,12-20k,"3-5年,本科,Java,后端开发,银行领域,IT/信息化领域,金融领域",天阳宏业,计算机软件,创业板上市,王女士,hr
资深java架构师,宁波-鄞州区,,20-30k·14薪,"5-10年,本科,架构设计,系统设计,技术支持,Java",网优达,专业服务,B轮,方女士,HR
高级java工程师,北京-海淀区,,30-60k·15薪,"3-5年,统招本科,架构设计,非关系型数据库,Java",深圳虾皮信息科技有限公司,互联网/电商,5000-10000人,及女士,Senior Recruiter
Java开发工程师,北京-海淀区,,20-40k·15薪,"1-3年,统招本科,架构设计,非关系型数据库,Java",深圳虾皮信息科技有限公司,互联网/电商,5000-10000人,及女士,Senior Recruiter
Java后端工程师(JU6UV),南京-江宁区,,15-30k,"3-5年,统招本科,物联网,Netty",中科创达软件股份有限公司,计算机/网络设备,沪深A股上市,彭女士,HR
java后台开发,深圳-光明区,,15-28k,"5-10年,本科,框架开发,框架设计,JVM,MySQL,Java",深圳鸿创欣信息技术有限公司,计算机软件,1-49人,郭先生,研发经理
java技术经理,广州-黄埔区,,20-26k·16薪,"5-10年,统招本科,架构设计,JVM,系统设计,后端开发,Java",TCL金融,信托/担保/拍卖,100-499人,李先生,招聘经理
java全栈开发工程师,广州-番禺区,,12-15k·13薪,"3-5年,本科,Java,SpringMVC,Web开发,Hibernate,Bootstrap,全栈开发,Javascript,CSS,MySQL,IT/信息化领域",晶新软件,计算机软件,融资未公开,潘先生,技术/研发经理
java中级开发工程师（西安）,西安-高新区,,10-15k·13薪,"3-5年,本科,模块开发,框架开发,框架设计,Scala,脚本语言,J2EE,LabVIEW,MySQL,Golang,Oracle",广州金越软件技术有限公司,计算机软件,融资未公开,林女士,人事
JAVA开发工程师,广州-番禺区,,7-14k·14薪,"1-3年,本科,jQuery,D语言,SQL",广州鹏辉能源科技股份有限公司,新能源,已上市,丁先生,招聘主管
Java架构师,深圳-宝安区,,25-35k·14薪,"5-10年,统招本科,架构设计,Spring Cloud,系统设计,JVM,Spring,Java",深圳市富兰瓦时技术有限公司,新能源,100-499人,高女士,人事
计费系统工程师(Java方向）,深圳-龙岗区,,10-20k,"3-5年,本科,Mybatis,架构设计,框架开发,框架设计,Java",思达仪表,电子/芯片/半导体,500-999人,郑女士,
Java高级开发工程师,上海,,面议,"5-10年,本科,后端开发,全栈开发,前端开发,架构设计,人工智能领域,MySQL,Oracle",复地,房地产/建筑,2000-5000人,谢先生,高级招聘经理
后端java开发工程师,沈阳-浑南区,,10-15k,"3-5年,大专,Mybatis,Spring,SpringMVC,SpringCloud,SpringBoot,Spring Boot,框架开发,框架设计,通信领域,架构设计",海润股份,检测/认证,其他,张先生,
后端java开发工程师,天津-滨海新区,,12-15k,"5-10年,大专,SpringCloud,SpringBoot,模块开发,移动开发,需求分析,Javascript,IT/信息化领域",海润股份,检测/认证,其他,张先生,
java程序员,武汉-武昌区,,7-10k·16薪,"1-3年,大专,功能开发,Java,后端开发,系统开发,商业信息化",武汉中商集团有限公司,融资未公开,5000-10000人,李女士,招聘专员
java工程师,上海-静安区,,15-20k,"经验不限,统招本科,Web开发,Spring,Struts,商业信息化,Hibernate,VR开发,框架开发,框架设计,架构设计,R语言",上海颖派汽车科技有限公司,汽车/摩托车,1-49人,吴先生,
高级java开发工程师,深圳-南山区,,25-30k,"5-10年,大专,模块开发,功能开发,架构设计,RocketMQ,Mybatis,Spring,SpringBoot,Spring Boot,系统开发,网络开发",东博科技,互联网/电商,天使轮,黄女士,HR
java工程师（高级）,厦门-集美区,,10-20k·13薪,"5-10年,本科,VR开发,模块开发,Hibernate,IT/信息化领域,SpringMVC,架构设计,框架开发,框架设计,R语言,XML",蓝凌软件,计算机软件,2000-5000人,肖女士,HRBP
java开发/运维开发/中间件开发-DevOps,重庆-南岸区,,12-25k,"3-5年,大专,Java,Elasticsearch,Linux,后端开发,UUC,DevOps,SpringBoot,ELK",深圳千域时代科技有限公司,互联网/电商,50-99人,李女士,招聘经理
Java开发工程师(武汉),武汉-汉阳区,,15-25k,"3-5年,大专,架构设计,RocketMQ,架构开发,VR开发,RabbitMQ,分布式数据库,R语言,UML",珠海派诺科技股份有限公司,能源/水利,已上市,涂女士,hr
java高级工程师,长沙-岳麓区,,16-24k·13薪,"10年以上,统招本科,架构设计,人工智能领域,通信领域,Spring Cloud,系统开发,全栈开发,移动开发,音视频开发",湖南智领通信科技有限公司,通信业,融资未公开,陈女士,人事
Java工程师,深圳-福田区,,8-15k,"3-5年,本科,架构设计,JVM,功能开发,模块开发,框架开发,框架设计,消息队列,Oracle,MySQL",深圳市世鹏资产评估房地产土地估价顾问有限公司,房地产服务,100-499人,刘先生,人力执行总监
JAVA开发工程师(中高级),珠海,,15-25k,"3-5年,大专,架构设计,RocketMQ,VR开发,架构开发,RabbitMQ,分布式数据库,UML,R语言",珠海派诺科技股份有限公司,能源/水利,已上市,涂女士,hr
java开发,成都-高新区,,15-20k,"3-5年,统招本科,模块开发,框架开发,框架设计,架构设计,Redis,MySQL,PostgreSQL,MongoDB",北京瑞友科技股份有限公司,计算机软件,其他,李女士,招聘
java开发,上海-闵行区,,20-40k·14薪,"1-3年,本科,模块开发,Oracle,MySQL",江西小马机器人有限公司,批发零售,A轮,欧女士,人事主管
java工程师,深圳,,10-15k·14薪,"1-3年,大专,需求分析,MySQL,Java,全栈开发,前端开发,后端开发",佳思德科技(深圳)有限公司,仪器仪表,100-499人,肖先生,HR
JAVA开发工程师（BOM领域）,广州-花都区,,12-20k,"3-5年,本科,模块开发,SpringMVC,功能开发,需求分析,SQL,J2SE,关系型数据库",联友科技,计算机软件,1000-2000人,王女士,人才运营科科长
JAVA技术经理,武汉-武昌区,,15-20k,"5-10年,统招本科,架构设计,架构开发,J2EE,SQL",奥哲网络,互联网/电商,C轮,黄先生,高级招聘
Java开发工程师(J10452),上海-闵行区,,15-25k,"3-5年,本科,Java",上海凯士比泵有限公司,机械/机电/重工,500-999人,徐女士,高级招聘专员
Java开发工程师(XJ002399),北京,,20-30k·13薪,"5-10年,统招本科,Java",北京牛电科技有限责任公司,智能硬件,美股上市,贾女士,人力资源主管/招聘主管
java开发工程师,苏州-工业园区,,10-15k,"1-3年,统招本科,Web Service,网页开发",苏州伊欧陆系统集成有限公司,电子/芯片/半导体,50-99人,刘女士,人事
Java工程师,北京-海淀区,,20-30k,"3-5年,本科,模块开发,MySQL,Oracle,SQL,UML,GIT",北京大数据先进技术研究院,大数据,融资未公开,张女士,人力资源
Java开发工程师,深圳-南山区,,20-35k,"3-5年,本科,模块开发,功能开发,框架设计,框架开发,JVM,Java,消息队列",矩阵元,互联网/电商,A轮,戴女士,人事总监
Java开发实习生,杭州-余杭区,,3k,"经验不限,本科,Web开发,功能开发,模块开发,需求分析,MySQL,SQL",杭州思普盟网络科技有限公司,计算机软件,B轮,许女士,
java工程师,广州,,8-15k·13薪,"3-5年,本科,Hibernate,HTML,Nginx,Tomcat,SQL",中兴新支点,计算机软件,100-499人,李女士,HR
Lead Software Engineer (Java),深圳-南山区,,面议,"5-10年,学历不限,CI,Java,SQL,.NET,ActionScript,SQL Server,Linux",亿磐,计算机软件,美股上市,李女士,无
中级java开发工程师,深圳-南山区,,12-17k,"3-5年,本科,Spring,Java,SpringBoot,MySQL,后端开发",深圳云游四海信息科技有限公司,物联网,融资未公开,何先生,人力资源总监
java开发,深圳-南山区,,9-11k,"1-3年,本科,Java,Spring,SpringBoot,MySQL,Web开发",深圳云游四海信息科技有限公司,物联网,融资未公开,何先生,人力资源总监
java开发,杭州-拱墅区,,18-25k,"1-3年,统招本科,Spring Cloud,Java,后端开发,Vue,大数据领域,金融领域,工业互联网",天道金科股份有限公司,计算机软件,战略投资,李先生,HR
java开发软件工程师,宁波-鄞州区,,12-24k·13薪,"3-5年,统招本科,Java,后端开发,Spring Boot,Mybatis",一木智能,计算机视觉,50-99人,杨女士,
Java,苏州,,10-15k,"3-5年,本科,Spring,系统开发,Netty,人工智能领域,Mybatis,JVM,后端开发,通信领域,Redis,消息队列",苏州航天系统工程,IT服务,50-99人,顾女士,经理
JAVA后端开发工程师,天津,,13-22k,"3-5年,统招本科,大数据领域,JVM,后端开发,网络开发,前端开发,通信领域,Tomcat,MySQL,非关系型数据库",国网瑞嘉,机器人,100-499人,韩女士,HRBP
JAVA软件工程师,武汉-武昌区,,12-16k,"经验不限,统招本科,JVM,架构设计,SpringCloud,Dubbo,系统开发,消息队列,RabbitMQ,Docker,容器,Kafka",湖北长江云新媒体集团有限公司,互联网+,100-499人,鄢女士,招聘专员
java开发,宁波-鄞州区,,12-24k·13薪,"3-5年,本科,Java,系统开发,Spring Boot,SQL,后端开发",一木智能,计算机视觉,50-99人,李女士,人事经理
软件技术部—高级java开发工程师,杭州-滨江区,,15-30k·15薪,"5-10年,统招本科,UML,PostgreSQL,MySQL,Oracle,Linux",海康威视,计算机软件,沪深A股上市,方女士,招聘HR
Java开发工程师,深圳,,15-30k·14薪,"3-5年,统招本科,Java",顺丰,交通/物流/运输,10000人以上,栗先生,招聘经理
java工程师,北京,,18-25k,"3-5年,统招本科,模块开发,框架开发,框架设计,功能开发,系统开发,Java,SQL",观成科技,计算机软件,A轮,李先生,总经理
java高级工程师,北京-东城区,,20-25k,"5-10年,本科,Mybatis,框架开发,框架设计,Spring,JVM,IT/信息化领域,架构设计,前端开发,MySQL,消息队列",中远海运科技(北京)有限公司,计算机软件,100-499人,王女士,人力资源部主管
中级java开发工程师,广州-海珠区,,18-25k,"5-10年,大专,模块开发,功能开发,大数据领域,容器,消息队列",湛蓝科技,互联网/电商,融资未公开,刘先生,招聘经理
软件开发工程师（c++或Java）,武汉-江夏区,,10-20k·14薪,"3-5年,本科,C++,Java,Python",光庭信息,IT服务,1000-2000人,梁先生,
中级java开发工程师,上海,,18-23k·13薪,"3-5年,统招本科,框架开发,框架设计,架构设计",复深蓝软件,计算机软件,2000-5000人,张女士,招聘经理
Java,北京-朝阳区,,20-30k,"5-10年,统招本科,Java",北京网路智联科技有限公司,交通/物流/运输,50-99人,杨女士,无
Java开发工程师,重庆-南岸区,,1-2k,"3-5年,本科,前端开发,系统开发,Java",重庆交大交通安全科技研究院有限公司,规划/设计/装潢,1-49人,董女士,综合办负责人
Java开发工程师,广州-番禺区,,5-6k,"1-3年,学历不限,框架设计,框架开发,JVM,容器",爱家云信息科技有限公司,企业服务软件,融资未公开,林女士,
Lead Software Engineer (Java),成都-高新区,,面议,"5-10年,学历不限,CI,ActionScript,Java,SQL Server,.NET,SQL,Linux",亿磐,计算机软件,美股上市,李女士,无
Java高级开发工程师,深圳,,20-40k,"5-10年,本科,系统开发,Mybatis,消息队列,Java,SQL,非关系型数据库,MySQL,Linux",善筑控股集团有限公司,房产服务,其他,雷女士,
Java技术主管,无锡-新吴区,,20-30k·13薪,"3-5年,本科,Java,SQL,Spring,大数据领域",极熵数据,IT服务,A轮,邹先生,人事专员
java工程师,南昌-南昌县,,10-15k,"3-5年,大专,Java,需求分析,后端开发,框架开发,SQL,Javascript,SQL Server,Oracle,MySQL,工业互联网",欧菲光集团股份有限公司,电子/芯片/半导体,沪深A股上市,郭先生,招聘经理
Java开发工程师,北京,,15-25k,"3-5年,本科,Shell,分布式技术,多线程,服务器配置,数据结构,消息队列,搜索引擎技术,Spring",北京智慧星光信息技术有限公司,计算机软件,1000-2000人,刘女士,
Java开发工程师,武汉-洪山区,,15-25k,"3-5年,统招本科,Spring,Netty",矩阵元,互联网/电商,A轮,戴女士,人事总监
高级Java开发工程师 (MJ000238),上海,,20-35k,"经验不限,本科",快仓智能,人工智能,C轮,任女士,人力资源总监
Java开发工程师(高级，物联网saasD+轮）,广州,,20-30k,"3-5年,本科,源码,netty",乐摇摇,行业Saas,D轮,郭女士,
中级java软件工程师,上海-闵行区,,25-40k·14薪,"5-10年,统招本科,Java,Java框架",山景智能(北京)科技有限公司,AI行业应用,A轮,赵女士,高级招聘主管
Java研发主管,武汉,,20-25k,"3-5年,统招本科,Java,ssh,Springmvc,Mybatis,软件开发,计算机,程序员,通信,电子,软件工程师",武汉研锶信息科技有限公司,互联网+,融资未公开,刘先生,
高级Java工程师,武汉,,14-22k,"3-5年,统招本科,Java,ssh,Springmvc,Mybatis,软件开发,计算机,程序员,通信,电子,软件工程师",武汉研锶信息科技有限公司,互联网+,融资未公开,刘先生,
Java工程师,武汉,,10-14k,"1-3年,统招本科,Java,ssh,Springmvc,Mybatis,软件开发,计算机,程序员,通信,电子,软件工程师",武汉研锶信息科技有限公司,互联网+,融资未公开,刘先生,
高级JAVA开发工程师 (MJ000094),成都-武侯区,,10-15k,"5-10年,大专,Mybatis,Spring,电商领域,J2EE,RabbitMQ,Redis,Zookeeper,Kafka,MySQL,Java",富安娜家居,家具/家电,沪深A股上市,江女士,招聘主管
JAVA开发工程师 (MJ000093),深圳,,9-12k,"经验不限,大专",富安娜家居,家具/家电,沪深A股上市,江女士,招聘主管
java工程师,北京,,12-18k·14薪,"3-5年,本科,模块开发,JUnit,功能开发,Web开发,需求分析,Oracle,Tomcat,SQL,Shell",珠海汇金科技股份有限公司,金融科技,创业板上市,莫女士,招聘主管
Java技术主管,无锡-新吴区,,20-30k·13薪,"5-10年,本科,大数据领域,架构设计,系统开发,消息队列,Java,SQL,GIT",极熵数据,IT服务,A轮,周女士,人事专员
Java开发工程师,深圳,,13-20k,"3-5年,大专,Java,sql",兴融联股份,IT服务,新三板上市,罗女士,
java中高级开发工程师,南京,,16-30k·15薪,"3-5年,大专,模块开发,功能开发,框架设计,框架开发,SpringCloud,Spring,Mybatis,SpringMVC,系统开发,SpringBoot",天与养老,互联网+,A轮,郭女士,人力资源经理
Java RPA开发工程师,合肥-高新区,,9-15k·14薪,"1-3年,本科,IT/信息化领域,框架开发,框架设计,Redis,HTML,消息队列,MySQL",上海最会保网络科技有限公司,互联网金融,C轮,张女士,HRBP
Java开发-预算/合同/资产管理开发,东莞-长安镇,,10-20k,"3-5年,大专,源码,设计模式,Spring,Dubbo,Mybatis,微服务框架,redis,性能优化,Linux,资产管理系统",深圳千域时代科技有限公司,互联网/电商,50-99人,李女士,招聘经理
Java开发/运维开发,东莞-长安镇,,16-26k,"3-5年,大专,分布式系统,Springboot,Elasticsearch,ELK,监控,Linux,Java,运维",深圳千域时代科技有限公司,互联网/电商,50-99人,李女士,招聘经理
JAVA开发工程师,上海-静安区,,15-30k,"3-5年,统招本科,Java,JAVA数据库",名筑科技信息有限公司,B2B,1-49人,文女士,
java开发经理,北京-海淀区,,18-25k,"5-10年,大专,分布式,spring,java,mysql,mybatis,数据库,oracle,linux,struts,sql",北京宇信科技集团股份有限公司,IT服务,创业板上市,许女士,
Java资深开发工程师,上海-浦东新区,,15-25k,"3-5年,本科,spring,java,mybatis,数据库,hibernate,oracle,sql,jquery,javascript,html",赫比国际,电子/芯片/半导体,10000人以上,涂女士,人事
java开发工程师-UD项目,天津-东丽区,,12-24k,"经验不限,本科,spring,java,hibernate,oracle,sql,docker,jenkins",软通动力分支机构,互联网/电商,10000人以上,徐女士,猎头顾问
资深java开发工程师,上海,,25-30k,"5-10年,统招本科,分布式,spring,java,mysql,数据库,oracle,linux,dubbo",顶昂科技,汽车后市场,100-499人,张女士,人事主管
java开发,上海-徐汇区,,20-25k,"5-10年,大专,java,mysql,mybatis,数据库,redis",北京瑞友科技股份有限公司,计算机软件,其他,李女士,招聘
Java开发工程师,北京-海淀区,,15-35k·14薪,"经验不限,本科,分布式,spring,java,mysql,mybatis,redis,dubbo,shell",北京深睿博联科技有限责任公司,医疗器械,100-499人,张女士,hr
java工程师(双休+五险一金）,郑州,,8-12k,"3-5年,大专,分布式,spring,java,mybatis,数据库,redis,oracle,sql,git,idea",郑州软语科技有限公司,计算机软件,100-499人,米女士,HR
高级JAVA开发,西安-雁塔区,,12-20k,"5-10年,大专,分布式,spring,java,mysql,mybatis,数据库,redis,oracle,linux,jquery",广州天维信息技术股份有限公司,计算机软件,新三板上市,张女士,
java开发工程师,上海,,12-24k,"1-3年,本科,spring,java,mysql,redis,vue,etl",深圳市雪球科技有限公司,互联网/电商,50-99人,倪女士,HRM
Java开发工程师 (MJ000620),广州-天河区,,15-25k,"1-3年,大专,spring,java,linux,sql,javascript,html,eclipse",瞬联软件科技,计算机软件,1000-2000人,刘女士,招聘经理
高级java开发工程师,广州-海珠区,,20-25k,"5-10年,大专,分布式,spring,java,mysql,mybatis,数据库,redis,dubbo,mongodb,postgresql",湛蓝科技,互联网/电商,融资未公开,刘先生,招聘经理
java开发工程师,苏州-工业园区,,10-20k,"1-3年,统招本科,mysql,sql,socket技术,svn,webserver",苏州伊欧陆系统集成有限公司,电子/芯片/半导体,50-99人,朱女士,人事
java软件开发,佛山-顺德区,,10-15k·13薪,"1-3年,大专,软件开发,二次开发",炬森五金,机械设备制造,2000-5000人,王女士,招聘专员
中高级java开发工程师,上海,,15-25k,"3-5年,统招本科,分布式,spring,java,mysql,数据库,oracle,linux,dubbo",顶昂科技,汽车后市场,100-499人,陈女士,人事专员
初级java工程师,上海,,10-14k,"1-3年,统招本科,分布式,spring,java,mysql,数据库,oracle,linux,dubbo",顶昂科技,汽车后市场,100-499人,陈女士,人事专员
java开发工程师-Sony项目,成都-高新区,,10-15k,"经验不限,本科,spring,java,hibernate,linux,git,docker,idea",软通动力分支机构,互联网/电商,10000人以上,徐女士,猎头顾问
Java开发工程师-本部,成都,,12-15k,"3-5年,本科,spring,java,hibernate,linux,git,docker,idea",软通动力分支机构,互联网/电商,10000人以上,马女士,顾问(C)
高级java开发工程师,南京-江宁区,,18-25k·15薪,"3-5年,本科,分布式,spring,java,mysql,mybatis,数据库,redis,sql",天与养老,互联网+,A轮,郭女士,人力资源经理
中级java开发工程师,北京-朝阳区,,16-32k·14薪,"3-5年,大专,分布式,spring,java,mysql,mybatis,数据库,redis,sql,netty,python",深圳市雪球科技有限公司,互联网/电商,50-99人,倪女士,HRM
java开发工程师（数据治理）,广州,,15-20k·13薪,"3-5年,本科,java",广州金越软件技术有限公司,计算机软件,融资未公开,林女士,人事
JAVA中级开发工程师,广州-黄埔区,,15-18k,"3-5年,统招本科,spring,java,mysql,mybatis,数据库,redis",恒峰信息技术有限公司,在线教育,已上市,何女士,HR
Java开发工程师,北京-昌平区,,8-15k·14薪,"经验不限,统招本科,java,mysql,mybatis,数据库,redis,oracle,linux,sql",荣盛盟固利新能源科技有限公司,新能源,2000-5000人,程女士,招聘经理
Java开发工程师,常州-钟楼区,,10-20k,"3-5年,学历不限,spring,java,mysql,mybatis,数据库,redis,linux,sql,git,docker",中电数字,医疗信息化,100-499人,朱女士,HR 经理
java工程师,杭州-上城区,,13-26k·15薪,"1-3年,统招本科,分布式,spring,java,mysql,mybatis,redis,sql,dubbo,nosql,mongodb",金帝联合控股集团有限公司,房产开发,500-999人,宋女士,
应用开发工程师（JAVA）,北京,,10-14k,"1-3年,大专,java,sql,javascript,html,git,ssm,mysql,oracle,redis,服务器配置",同方股份计算机产业本部,计算机/网络设备,10000人以上,张女士,招聘主管
MES（Java） 工程师,上海-浦东新区,,10-16k,"3-5年,本科,java,mysql,数据库,oracle,sql,javascript,android,c#",赫比国际,电子/芯片/半导体,10000人以上,涂女士,人事
后端中级JAVA工程师,广州-天河区,,18-25k,"3-5年,大专,分布式,spring,java,mysql,mybatis,数据库,oracle,linux,sql,dubbo",贤能数科,互联网金融,50-99人,黄女士,人力总监
Java开发工程师,上海-静安区,,15-17k,"3-5年,大专,分布式,spring,java,mysql,mybatis,数据库,hibernate,oracle,linux",上海媛福达贸易有限公司,快消品,500-999人,张女士,招聘经理/主管
java开发工程师,广州,,12-17k,"3-5年,统招本科,分布式,java,mysql,mybatis,数据库,redis,oracle,nosql,git",壹链盟,金融科技,100-499人,徐先生,招聘经理
java开发工程师,杭州-拱墅区,,14-20k·13薪,"3-5年,大专,分布式,spring,java,mysql,数据库,linux",全速网络,互联网+,1000-2000人,张先生,招聘官
java开发工程师,上海-浦东新区,,10-15k·15薪,"经验不限,统招本科,spring,java,mysql,mybatis,数据库,redis,sql,nosql,前端开发",上海元年金融信息服务有限公司,基金,100-499人,王女士,人力资源副经理
java工程师,北京-朝阳区,,15-30k,"1-3年,大专,spring,java,svn,git,netty",德联易控,互联网/电商,50-99人,胡女士,HRD
高级java工程师,无锡-新吴区,,15-30k,"3-5年,本科,java",江苏奥立信数字科技有限公司,计算机软件,50-99人,缪女士,人力资源总监
后端Java开发工程师,苏州-相城区,,10-20k,"1-3年,本科,分布式,spring,java,mysql,mybatis,数据库,redis,linux,sql,nosql",苏州高铁新城人力资源管理有限公司,专业服务,1-49人,顾先生,寻访员(R)
高级开发工程师（JAVA）,杭州,,15-25k,"3-5年,本科,分布式,spring,java,mysql,数据库,redis,oracle,linux,sql,dubbo",顿力集团,机械/机电/重工,1000-2000人,施女士,招聘经理
高级Java开发工程师 (MJ000022),上海,,面议,"5-10年,统招本科,java,mysql,mybatis,数据库,redis,oracle,linux,sql,dubbo,netty",快仓智能,人工智能,C轮,任女士,人力资源总监
java工程师,北京-朝阳区,,10-14k,"1-3年,大专,java,android",美兰德,专业服务,50-99人,孙女士,副总经理
java开发工程师,上海-静安区,,15-30k,"3-5年,统招本科,spring",名筑科技信息有限公司,B2B,1-49人,单女士,招聘经理
Java开发工程师_北京中台,北京-朝阳区,,15-30k·14薪,"3-5年,大专,分布式,spring,java,mysql,mybatis,数据库,redis,sql,netty,python",深圳市雪球科技有限公司,互联网/电商,50-99人,倪女士,HRM
JAVA开发工程师(J10584),北京-东城区,,15-30k,"3-5年,本科,java",TalkingData,互联网/电商,C轮,王先生,大客户经理
